ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Type,Product_Class,Defrost_Type,Compact,Built-in,Height_Inches,Width_Inches,Capacity_Volume,Adjusted_Volume,Estimated_Annual_Energy_Use,US_Federal_Standard_Energy_Use,Date_Available,Date_Certified,Markets,CB_Model_Identifier,
2254860,Beko,BFBF2715SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,76,28,16.8,20.7,445,500,10/12/2015,12/14/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715SS_12022015103322_2618982,No
2254856,Beko,BFBF2715SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,76,28,16.4,20,525,578,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF2715SSIM_12022015103118_6055109,No
2254869,Beko,BFBF3018SS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,68,30,16.2,20.1,444,495,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SS_12022015094648_6103463,No
2254865,Beko,BFBF3018SSIM,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68,30,16.2,20.1,528,579,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSIM_12022015094409_8887429,No
2254866,Beko,BFBF3018SSIML,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,68,30,16.2,20.1,528,579,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSIML_12022015094409_6252518,No
2254870,Beko,BFBF3018SSL,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,68,30,16.2,20.1,444,495,10/12/2015,12/2/2015,"United States, Taiwan, Canada",ES_1036108_BFBF3018SSL_12022015094648_8453904,No
2253907,Beko,BFFD3620SS,",BFFD3620SS,Manufacturers Basic Model number for family: G91629NU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.7,37.7,18.7,22.9,551,604,6/24/2015,6/24/2015,"United States, Canada",ES_1036108_BFFD3620SS_11132015154706_8253290,No
2242290,Beko,BFFD3622SS,",BFFD3622SS,Manufacturers Basic Model number for family: G91629NWU",Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,69.7,37.7,18.7,22.9,551,604,6/24/2015,6/24/2015,"United States, Canada",ES_1036108_BFFD3622SS_06262015113508_8330805,No
2256570,Beko,BFTF2715SSIM,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,68,28,12.6,14.8,400,437,10/12/2015,1/12/2016,"United States, Taiwan, Canada",ES_1036108_BFTF2715SSIM_11302015134611_4959375,Yes
2267986,Beko & Blomberg,K60340N,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,66.9,23.2,10.7,13.3,294,435,4/30/2016,5/26/2016,"United States, Canada",ES_1036108_K60340N_05262016195949_2789018,Yes
2273264,BestAppliance ™,BA-R16-Black,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,7/2/2016,7/25/2016,United States,ES_1137569_BA-R16-Black_07252016091337_8017252,No
2273265,BestAppliance ™,BA-R16-SS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,7/2/2016,7/25/2016,United States,ES_1137569_BA-R16-SS_07252016091348_8028083,No
2273266,BestAppliance ™,BA-R16-White,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.4,18.6,1.6,1.6,207,232,7/2/2016,7/25/2016,United States,ES_1137569_BA-R16-White_07252016091400_8040118,No
2273267,BestAppliance ™,BA-R24-Black,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,24.8,17.5,2.4,2.4,213,238,7/2/2016,7/25/2016,United States,ES_1137569_BA-R24-Black_07252016091410_8050535,No
2273268,BestAppliance ™,BA-R24-SS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,24.8,17.5,2.4,2.4,213,238,7/2/2016,7/25/2016,United States,ES_1137569_BA-R24-SS_07252016091422_8062072,No
2273269,BestAppliance ™,BA-R24-White,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,24.8,17.5,2.4,2.4,213,238,7/2/2016,7/25/2016,United States,ES_1137569_BA-R24-White_07252016091432_8072905,No
2273272,BestAppliance ™,BA-R31F-Black,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,35.9,18.6,3.1,3.8,270,358,7/2/2016,7/25/2016,United States,ES_1137569_BA-R31F-Black_07252016091445_8085754,No
2273273,BestAppliance ™,BA-R31F-SS,,Compact,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,36.9,18.6,3.1,3.8,270,358,7/2/2016,7/25/2016,United States,ES_1137569_BA-R31F-SS_07252016091459_8099131,No
2273270,BestAppliance ™,BA-R33-Black,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,7/2/2016,7/25/2016,United States,ES_1137569_BA-R33-Black_07252016091532_8132739,No
2273271,BestAppliance ™,BA-R33-SS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,34.9,18.6,3.3,3.3,220,245,7/2/2016,7/25/2016,United States,ES_1137569_BA-R33-SS_07252016091552_8152052,No
2269098,BLACK DECKER,BCRK17B,",BCRK17B4; BCRK17V4;BCRK17W4,; ,BCRK17V,; ,BCRK17W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,17.5,1.7,1.7,201,232,5/20/2016,6/2/2016,United States,ES_1126481_BCRK17B_06072016062234_0554843,No
2269097,BLACK DECKER,BCRK25B,",BCRK25B4; BCRK25V4; BCRK25W4,; ,BCRK25V,; ,BCRK25W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,26.6,17.5,2.5,2.5,212,239,5/20/2016,6/2/2016,United States,ES_1126481_BCRK25B_06072016062357_0637231,No
2269096,BLACK DECKER,BCRK32B,",BCRK32B4; BCRK32V4; BCRK32W4,; ,BCRK32V,; ,BCRK32W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.7,17.5,3.2,3.2,219,244,5/20/2016,6/2/2016,United States,ES_1126481_BCRK32B_06072016062543_0743771,No
2269095,BLACK DECKER,BCRK43B,",BCRK43B4; BCRK43V4; BCRK43W4,; ,BCRK43V,; ,BCRK43W,",Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.7,20.6,4.3,4.3,226,253,5/20/2016,6/2/2016,United States,ES_1126481_BCRK43B_06072016062708_0828350,No
2226044,Blomberg,BRFB10150FFBIN,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,69.7,22,8.4,10.2,387,433,11/11/2014,11/18/2014,"United States, Canada",ES_1036108_BRFB10150FFBIN_11202014120101_5652124,No
2299530,ELLIPSE,ERBM104W,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,74,23.4,10.4,12.5,379,428,7/8/2017,4/1/2017,"United States, Canada",ES_1125680_ERBM104W_04102017110153_70127850,No
2269042,ELLIPSE,ERT085W,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,56.6,22.9,8.5,8.5,235,262,5/15/2016,6/6/2016,"United States, Canada",ES_1125680_ERT085W_06062016024615_1175966,No
2267194,ELLIPSE,ERTM180WE,",EDRT180S,; ,EDRT180W,; ,ERTM180SE,",Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.6,29.5,18,21,362,403,5/20/2016,5/20/2016,"United States, Canada",ES_1125680_ERTM180WE_05202016083050_3050920,Yes
2250117,Emerald Chef,RF1003ESW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,12,296,331,10/13/2015,9/30/2015,"United States, Canada",ES_1128872_RF1003ESW_09302015120342_70043798,Yes
2250115,Emerald Chef,RF1004ESBB,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,12,296,331,10/13/2015,9/30/2015,"United States, Canada",ES_1128872_RF1004ESBB_09302015120342_70043798,Yes
2250116,Emerald Chef,RF1004ESSS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,12,296,331,10/13/2015,9/30/2015,"United States, Canada",ES_1128872_RF1004ESSS_09302015120342_70043798,Yes
2293987,Emerald Chef,RF1802B,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.6,29.5,18,21,362,403,4/10/2017,4/10/2017,"United States, Canada",ES_1128872_RF1802B_04112017062738_2058286,Yes
2239731,Emerald Chef,RF1802SS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.6,29.5,18,21,362,403,5/10/2015,5/15/2015,"United States, Canada",ES_1128872_RF1802SS_05192015013115_9075489,Yes
2239729,Emerald Chef,RF1802W,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.6,29.5,18,21,362,403,5/10/2015,5/15/2015,"United States, Canada",ES_1128872_RF1802W_05192015013057_9057814,Yes
2241984,Emerald Chef,RF 2105B,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.2,32.9,21.2,25.7,396,441,6/19/2015,6/4/2015,"United States, Canada",ES_1128872_RF 2105B _06092015123359_70034823,Yes
2241983,Emerald Chef,RF 2105SS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.2,32.9,21.2,25.7,396,441,6/19/2015,6/4/2015,"United States, Canada",ES_1128872_RF 2105SS_06092015123359_70034823,Yes
2241982,Emerald Chef,RF 2105W,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,66.2,32.9,21.2,25.7,396,441,6/19/2015,6/4/2015,"United States, Canada",ES_1128872_RF 2105W _06092015123359_70034823,Yes
2274760,Emerald Chef,RF-31ESSS,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32.5,19.1,3.3,3.3,219,245,8/12/2016,7/26/2016,"United States, Canada",ES_1128884_RF-31ESSS_07272016043037_70082873,No
2255648,Emerald Chef,RF-31ESW,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,32,19,3.3,3.3,219,245,1/1/2016,12/29/2015,"United States, Canada",ES_1128872_RF-31ESW_12282015121002_70055471,No
2255158,Emerald Chef,RF-45ESB,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33,19,4.4,4.4,228,254,12/15/2015,12/16/2015,"United States, Canada",ES_1128872_RF-45ESB_12162015075249_2369255,No
2255159,Emerald Chef,RF-45ESW,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33,19,4.4,4.4,228,254,12/15/2015,12/16/2015,"United States, Canada",ES_1128872_RF-45ESW_12162015075300_2380414,No
2241108,Emerald Chef,RF46ES*,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,19.7,33.8,4.4,4.4,226,254,6/1/2015,6/5/2015,United States,ES_1128872_RF46ES*_06052015082842_2922569,No
2225166,Emerald Cool,RF1003 ESW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,9.9,296,314,11/12/2014,11/4/2014,"United States, Canada",ES_1128872_RF1003 ESW_11112014035849_70014612,Yes
2230024,Emerald Cool,RF1004ESBB,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,9.9,296,314,12/24/2014,12/23/2014,"United States, Canada",ES_1128872_RF1004ESBB_12242014115404_70018990,Yes
2230025,Emerald Cool,RF1004ESSS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,9.9,9.9,296,314,12/24/2014,12/23/2014,"United States, Canada",ES_1128872_RF1004ESSS_12242014115404_70018990,Yes
2232753,Emerald Cool,RF 1203ESSS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,2/6/2015,1/27/2015,"United States, Canada",ES_1030337_RF 1203ESSS_01292015103431_70019544,Yes
2250119,Emerald Cool,RF1203ESSS,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,10/13/2015,9/30/2015,"United States, Canada",ES_1128872_RF1203ESSS_09302015120342_70043798,Yes
2230026,Emerald Cool,RF1203ESW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,11.5,311,327,12/24/2014,12/23/2014,"United States, Canada",ES_1128872_RF1203ESW_12242014115404_70018990,Yes
2250118,Emerald Cool,RF1203ESW,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,59.8,24,11.5,13.9,311,346,10/13/2015,9/30/2015,"United States, Canada",ES_1128872_RF1203ESW_09302015120342_70043798,Yes
2240060,Bosch,B10CB80NVB,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,72.8,23.6,11.4,10.7,314,412,4/1/2015,4/1/2015,"United States, Canada",ES_31649_B10CB80NVB_05202015111833_159,Yes
2240061,Bosch,B10CB80NVS,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,72.8,23.6,11.4,10.7,314,412,4/1/2015,4/1/2015,"United States, Canada",ES_31649_B10CB80NVS_05202015120420_161,Yes
2237542,Bosch,B10CB80NVW/01,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,72.8,23.6,11.4,10.7,314,412,4/1/2015,4/1/2015,"United States, Canada",ES_31649_B10CB80NVW/01_04082015103440_157,Yes
2207317,Bosch,B11CB50SSS/01,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,78.7,23.4,13.1,11.6,337,420,4/1/2014,4/1/2014,"United States, Canada",ES_31649_B11CB50SSS/01_04012014095958_155,Yes
2250085,Bosch,B11CB81SSS/01,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,78.7,23.4,13.1,14.2,452,527,10/1/2015,10/9/2015,"United States, Canada",ES_31649_B11CB81SSS/01_10122015150439_165,Yes
2302973,Bosch,B20CS30SNS,,Side-by-Side,7 - Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,Automatic,No,No,69.7,35.9,20.2,25.5,593,651,11/1/2017,8/31/2017,"United States, Canada",ES_31649_B20CS30SNS_08312017072633_4393591,No
2290546,Bosch,B26FT50SNS,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,69.8,36,25,25,693,707,5/1/2017,2/14/2017,"United States, Canada",ES_31649_B26FT50SNS_02142017070756_6076341,No
2233418,Bosch,B30BB830SS,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,30,16.3,19.9,546,608,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_B30BB830SS_06182014123848_2737291,No
2219302,Bosch,B30IB800SP,",,door handle and door makeup difference",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,30,16.3,20,546,609,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_B30BB830SS_06182014123847_2737291,No
2303400,Bosch,B30IB900SP,"B30BB930SS,,Cosmetic, Network Communication",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,30,16,19.4,498,603,9/1/2017,8/24/2017,"United States, Canada",ES_0031649_B30IB900SP_08292017124701_70141391,Yes
2247950,Bosch,B30IR800SP,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,30,17.2,17.2,310,366,9/11/2015,9/11/2015,"United States, Canada",ES_0031649_BO30IR800SP23847_KISDF18US_2737291,No
2303338,Bosch,B30IR900SP,",,Network Communication",Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,83.7,30,16.8,16.8,289,363,9/1/2017,5/4/2017,"United States, Canada",ES_0031649_B30IR900SP_05082017020339_70129737,No
2219307,Bosch,B36BT830NS,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.7,24.2,590,648,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_B36BT830NS_06182014123847_2737291,No
2233411,Bosch,B36IT800NP,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.7,24.2,590,648,10/15/2014,9/10/2014,"United States, Canada",ES_0031649_B36IT800NP_06182014123847_2737291,No
2303404,Bosch,B36IT900NP,"B36BT930NS,,Cosmetic, Network Communication",Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,83.7,36,19.4,23.6,585,643,9/1/2017,8/24/2017,"United States, Canada",ES_0031649_B36IT900NP_08292017124701_70141391,No
2297034,Bourdeau Professional Kitchen,FB3601U,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,69.9,35.9,20.3,24.6,481,535,5/26/2017,11/13/2014,"United States, Canada",ES_1139453_FB3601U_05262017190736_8933069,No
2300527,Brigade,CFBI7360****,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,84,36,20,24.8,595,570,7/21/2017,7/21/2017,"United States, Canada",ES_0031770_CFBI7360****_07252017025013_70149659,No
2300528,Brigade,CMVBI7360****,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,84,36,20,24.8,595,570,7/21/2017,7/21/2017,"United States, Canada",ES_0031770_CMVBI7360****_07252017025013_70149659,No
2300526,Brigade,CVBI7360****,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,84,36,20,24.8,595,570,7/21/2017,7/21/2017,"United States, Canada",ES_0031770_CVBI7360****_07252017025013_70149659,No
2275310,Capital,REF33BL,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,7/5/2016,8/15/2016,United States,ES_1137568_REF33BL_08162016065522_0522193,No
2275311,Capital,REF33BR,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,33.9,18.6,3.3,3.3,220,245,7/5/2016,8/15/2016,United States,ES_1137568_REF33BR_08162016065537_0537614,No
2295705,Chefstyle,363238,,Compact,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,26.6,17.5,2.5,2.5,212,239,4/28/2017,4/28/2017,United States,ES_21907_363238_04282017080629_6789971,No
