Brand_Name_s__s,Product_Class_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",US10D10B-A,US10D10B,9800.0,1000.0,9.7,9.8,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",US10D10C,US10D10C,9800.0,920.0,10.6,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1037HNR,LT1037HNR,10000.0,1020.0,9.7,,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1237HNR,LT1237HNR,11200.0,1140.0,9.7,,No,No
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",US12D10B,US12D10B,11500.0,1170.0,9.7,9.8,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1236CERY7,LT1236CER,11800.0,1110.0,10.5,,No,No
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",US12D10C,US12D10C,11800.0,1110.0,10.5,,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1216CERY7,LT1216CER,11800.0,1110.0,10.5,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1036CERY7,LT1036CER,9800.0,920.0,10.6,,No,No
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CP18G30B-A,CP18G30B,19000.0,1590.0,11.8,,No,No
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",US12D30C-A,US12D30C,11800.0,1110.0,10.5,,No,No
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",UE12D33D,UE12D33D,11200.0,1140.0,9.7,,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",UE08D11D,UE08D11D,8000.0,810.0,9.7,,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW8016HRY7,LW8016HR,7500.0,670.0,11.0,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.77087710,77087,8000.0,660.0,12.0,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216HRY7,LW1216HR,12000.0,1060.0,11.2,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.77127710,77127,12000.0,990.0,12.0,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1017ERSM,LW1017ER,10000.0,820.0,12.0,,No,No
Kenmore Elite,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",580.77247710,77247,24500.0,2370.0,10.3,,No,No
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2516ERY7,LW2516ER,24500.0,2370.0,10.3,,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1516ERY7,LW1516ER,15000.0,1260.0,11.8,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1016ERY7,LW1016ER,10000.0,820.0,12.0,,No,No
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5016Y7,LW5016,5000.0,440.0,11.0,,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6017R,LW6017R,6000.0,520.0,11.3,,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6015ERY5,LW6015ERY5,6000.0,520.0,11.3,11.5,No,No
LG,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",LW6015ER,LW6015ER,6000.0,520.0,11.3,11.5,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1015ER,LW1015ER,10000.0,880.0,11.2,11.3,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1235CER,LT1235CER,11500.0,1170.0,9.7,9.8,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT0815CER,LT0815CER,8000.0,810.0,9.7,9.8,No,No
LG,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",LT1216CER,LT1216CER,11800.0,1110.0,10.5,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1016CER,LT1016CER,9800.0,920.0,10.6,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT0816CER,LT0816CER,8000.0,750.0,10.6,,No,No
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2516ER,LW2516ER,24500.0,2370.0,10.3,,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1816ER,LW1816ER,18000.0,1510.0,11.8,,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1516ER,LW1516ER,15000.0,1260.0,11.8,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8016ER,LW8016ER,8000.0,660.0,12.0,,No,No
LG,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",LT1036HNR,LT1036HNR,10000.0,1020.0,9.7,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216ER,LW1216ER,12000.0,990.0,12.0,,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1816HR,LW1816HR,18000.0,1600.0,11.1,,No,No
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216HR,LW1216HR,12000.0,1060.0,11.2,,No,No
LG,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",LW5016,LW5016,5000.0,440.0,11.0,,No,No
Kenmore Elite,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",580.77247710,580.77247710,24500.0,2370.0,10.3,,No,No
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.77157710,580.77157710,15000.0,1260.0,11.8,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.77127710,580.77127710,12000.0,990.0,12.0,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.77107710,580.77107710,10000.0,820.0,12.0,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.77087710,580.77087710,8000.0,660.0,12.0,,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",UE10D33C,UE10D33C,10000.0,1020.0,9.7,9.8,No,No
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",EP18G33B,EP18G33B,18000.0,1600.0,11.1,11.2,No,No
Friedrich,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",EP08G11B,EP08G11B,7500.0,670.0,11.0,11.2,No,No
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",CP24G30A,CP24G30A,23500.0,2390.0,9.8,9.8,No,No
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CP15G10B,CP15G10B,15500.0,1300.0,11.8,,No,No
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CP12G10B,CP12G10B,12000.0,990.0,12.0,,No,No
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",CP10G10B,CP10G10B,10000.0,820.0,12.0,,No,No
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.7718771,77187,18000.0,1510.0,11.8,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.7712771,77127,12000.0,990.0,12.0,,No,No
Kenmore Elite,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",580.7724771,580.7724771,24500.0,2370.0,10.3,,No,No
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",580.7715771,580.7715771,15000.0,1260.0,11.8,,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",580.7708771,580.7708771,8000.0,660.0,12.0,,No,No
Haier,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",ESA405R,ESA405R,5400.0,445.0,12.1,,No,No
Haier,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",ESAQ406T,ESAQ406T-H,6000.0,490.0,12.1,,No,No
Haier,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",ESAQ406T,ESAQ406T,6000.0,490.0,12.1,,No,No
Haier,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EST10XCM,HTWR10XCR,10000.0,1065.0,9.7,,No,No
Haier,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EST08XCP,HTWR08XCR,8000.0,820.0,9.7,,No,No
Haier,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",ESA418N (230V),HWE18VCR,18000.0,1605.0,11.1,,No,No
Haier,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",ESA418N (208V),HWE18VCR,17800.0,1590.0,11.1,,No,No
Haier,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EST10VCP (208V),HTWR10VCR,9800.0,1000.0,9.7,,No,No
Haier,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",ESA424N (230V),HWE24VCR-L,23950.0,2450.0,9.8,,No,No
Haier,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",ESA424N (208V),HWE24VCR-L,23200.0,2430.0,9.8,,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",HWR10XCR,HWR10XCR,10000.0,910.0,10.9,,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",ESA408R,ESA408R,8000.0,665.0,12.0,,No,No
Haier,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",ESA424N (208V),HWE24VCR,23200.0,2430.0,9.8,,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",ESA412N,HWE12XCR,12000.0,1060.0,11.2,,No,No
Haier,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",HWR06XCR,HWR06XCR,6000.0,535.0,11.0,,No,No
Haier,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",ESA424N (230V),ESA424N,23950.0,2450.0,9.8,,No,No
Haier,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",ESA405P,ESA405P,5100.0,465.0,11.0,,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",ESAQ408P,ESAQ408P,8000.0,710.0,11.2,,No,No
Haier,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EST10XCP,EST10XCP,10000.0,1030.0,9.7,,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AEM05LS**,AEM05LS**,5450.0,480.0,11.0,11.4,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEN12AS**,AEN12AS**,11800.0,1040.0,10.9,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH12AS**,AHH12AS**,12000.0,1060.0,10.9,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AED10AV**,AED10AV**,10000.0,815.0,12.1,12.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AED08LV**,AED08LV**,8200.0,670.0,12.1,12.2,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AET05LV**,AEW05LV**,5050.0,450.0,11.1,11.2,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEW06LV**,AEW06LV**,6000.0,540.0,11.0,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEM10AT**,AEM10AT**,10150.0,900.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW12AT**,AEH12AT**,12100.0,1075.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW10AT**,AEH10AT**,10100.0,890.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH12AV**,AEL12AV**,12050.0,995.0,12.0,12.1,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH10AV**,AEM10AV**,10000.0,820.0,12.1,12.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH10AV**,AEL10AV**,10000.0,820.0,12.1,12.2,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEW06LV**,AEL06LVQ2,6000.0,540.0,11.0,11.2,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AET05LV**,AER05LV**,5050.0,450.0,11.1,11.2,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEL14AV**,AEL14AV**,14300.0,1200.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEL14AV**,AEM14AV**,14300.0,1200.0,11.8,11.9,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH12AV**,AEM12AV**,12050.0,995.0,12.0,12.1,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DCF** (208),AJEQ10DCF**,9900.0,1010.0,9.6,9.8,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ09DCG** (230),AJCQ09DCG**,9400.0,870.0,10.6,10.8,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DT** (230),AEW18DV**,18000.0,1600.0,11.1,11.2,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10ACG**,AJCQ10ACG**,10200.0,950.0,10.6,10.7,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DT** (208),AEW18DV**,17600.0,1570.0,11.1,11.2,No,No
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12ACG**,AJCQ12ACG**,12000.0,1130.0,10.5,10.6,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEE18DT** (208),AEE18DT**,17300.0,1600.0,10.7,10.8,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCG**  (230),AJCM10DCG**,10100.0,940.0,10.6,10.7,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCG** (208),AJCM10DCG**,9900.0,920.0,10.6,10.7,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ08ACF**,AJEQ08ACF**,8200.0,820.0,9.8,10.0,No,No
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCF** (208),AJCQ12DCF**,11800.0,1200.0,9.5,9.8,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEE24DT** (230),AEE24DT**,24000.0,2550.0,9.4,9.4,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCF**  (230),AJCQ10DCF**,10300.0,1050.0,9.6,9.8,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEM24DT** (230),AEH24DT**,24200.0,2460.0,9.8,9.8,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCM10DCF** (208),AJCM10DCF**,10000.0,1020.0,9.6,9.8,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DT** (230),AEM18DT**,18000.0,1600.0,11.1,11.2,No,No
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEM12DCF** (230),AJEM12DCF**,12000.0,1240.0,9.6,9.7,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ09DCG** (208),AJCQ09DCG**,9200.0,850.0,10.6,10.8,No,No
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCG** (230),AJCM12DCG**,12000.0,1130.0,10.5,10.6,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ09DCF** (208),AJEQ09DCF**,9100.0,930.0,9.6,9.8,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ09DCF** (230),AJEQ09DCF**,9300.0,950.0,9.6,9.8,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEM24DT** (230),AEW24DV**,24200.0,2460.0,9.8,9.8,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DT** (208),AEH18DT**,17600.0,1570.0,11.1,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH10AS**,AHH10AS**,10100.0,895.0,10.9,11.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (230),AEH24DV**,24000.0,2310.0,10.3,10.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH08LT**,AER08LT**,8050.0,715.0,11.2,11.3,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DT** (208),AEW18DT**,17600.0,1570.0,11.1,11.2,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEM18DS** (230),AEH18DS**,18250.0,1630.0,10.7,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEM08LS**,AEH08LS**,8100.0,710.0,10.9,11.4,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEM06LS**,AEH06LS**,6050.0,540.0,11.0,11.2,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230V),AEL18DV**,18000.0,1510.0,11.8,11.9,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH08LW**,AHH08LW**,8000.0,660.0,12.0,12.1,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH12AW**,AHH12AW**,11600.0,950.0,12.0,12.1,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEC08LW**,AEC08LW**,8000.0,665.0,12.0,12.0,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208V),AEM18DV**,17600.0,1480.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230V),AEM18DV**,18000.0,1510.0,11.8,11.9,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AHH24DW** (208),AHH24DW**,22900.0,2200.0,10.3,10.3,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHH18DW** (208),AHM18DW**,17800.0,1490.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHM15AW**,AHM15AW**,15000.0,1270.0,11.8,11.8,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH08LW**,AHM08LW**,8000.0,660.0,12.0,12.1,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHH06LW**,AHM06LW**,6150.0,505.0,12.1,12.1,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208V),AEL18DV**,17600.0,1480.0,11.8,11.9,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEW06LV**,AEL06LVQ3,6000.0,540.0,11.0,11.2,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHH18DW** (208),AHH18DW**,17800.0,1490.0,11.8,11.9,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DCF** (208),AJCQ10DCF**,10000.0,1020.0,9.6,9.8,No,No
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ08ACF**,AJCQ08ACF**,8200.0,840.0,9.6,9.8,No,No
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DCF** (230),AJEQ12DCF**,12000.0,1240.0,9.6,9.7,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AEZ05LV**,AEZ05LV**,5050.0,450.0,11.1,11.2,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEZ06LV**,AEZ06LV**,6000.0,540.0,11.0,11.2,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1244T1,FGRC1244T1,12000.0,1000.0,12.0,12.0,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC0844S1,FGRC0844S1,8000.0,665.0,12.0,12.0,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1044T1,FGRC1044T1,10000.0,830.0,12.0,12.0,No,No
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC8002WCO,WTC8002WCO,8000.0,754.0,10.6,,No,No
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10002WCO115V,WTC10002WCO115V,10000.0,943.0,10.6,,No,No
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12012WCO230V,WTC12012WCO230V,12000.0,1142.0,10.5,,No,No
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC12001W,WAC12001W,12000.0,1100.0,10.9,,No,No
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8002WCO,WAC8002WCO,8000.0,666.0,12.0,,No,No
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC10002WCO,WAC10002WCO,10000.0,833.0,12.0,,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511R1,FFRA05L1R1,5000.0,450.0,11.0,11.1,No,No
Kenmore,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511R1,253.87050,5000.0,450.0,11.0,11.1,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511R1,FFRA0522R1,5000.0,450.0,11.0,11.1,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE0533S1,FFRE0533S1,5000.0,410.0,12.1,12.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611R1,FFRA0611R1,6000.0,540.0,11.0,11.1,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611R1,FFRA06L2S1,6000.0,540.0,11.0,11.1,No,No
Kenmore,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611R1,253.88060,6000.0,540.0,11.0,11.1,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633S1,FFRE0633S1,6000.0,490.0,12.1,12.2,No,No
Kenmore,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633S1,253.77060,6000.0,490.0,12.1,12.2,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811R1,253.88080,8000.0,735.0,10.9,,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC0844S1,FGRC0844S1,8000.0,665.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833S1,FFRE0833S1,8000.0,665.0,12.0,12.0,No,No
Kenmore Elite,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",253.77082,253.77082,8000.0,665.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,FFRA1011R1,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033S1,FFRE1033S1A,10000.0,830.0,12.0,12.0,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033S1,253.77110,10000.0,830.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233S1,FFRE1233S1,12000.0,1000.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233S1,FFRE1233S1A,12000.0,1000.0,12.0,12.0,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH0822R1,FFRH0822R1,8000.0,815.0,9.8,9.8,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRH1222R2,FFRH1222R2,12000.0,1100.0,10.9,10.9,No,No
