ES_ID,Brand_Name,Model_Name,Model_Number,Additional_Model_Information,UPC,Type,HeatPumpTech,Voltage,Drum_Capacity,Height,Width,Depth,Combined_Energy_Factor,Estimated_Annual_Energy_Use,Estimated_Energy_Test_Cycle_Time_minutes,Energy_Test_Cycle_Information,Additional_Dryer_Features,VentedORVentless,Connected,Connects_Using,V,W,CEF_Max_Dryness,Paired_Washer,Z,Market_Date,Date_Certified,Markets,CB_Model_Identifier,Meets_ENERGY_STAR_Most_Efficient_2017_Criteria
2265517,Maytag,MED5100D*+,MED5100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MED5100D*+_04282016175323_6003096,No
2265532,Maytag,MED5500FC*,MED5500FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,United States,ES_22856_MED5500FC*_04282016181817_7497728,No
2265533,Maytag,MED5500FW*,MED5500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,United States,ES_22856_MED5500FW*_04282016181839_7519329,No
2265521,Maytag,MED7100D*+,MED7100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW7100D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MED7100D*+_04282016180104_6464679,No
2265522,Maytag,MED8100D*+,MED8100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW8100D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MED8100D*+_04282016180248_6568644,No
2265526,Maytag,MED8150EC*,MED8150EC*,,8,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW8150E**_08262015122737_8888888,6/1/2016,4/28/2016,United States,ES_22856_MED8150EC*_04282016181030_7030145,No
2265527,Maytag,MED8150EW*,MED8150EW*,,8,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW8150E**_08262015122737_8888888,6/1/2016,4/28/2016,United States,ES_22856_MED8150EW*_04282016181045_7045337,No
2265534,Maytag,MED8200FC*,MED8200FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,United States,ES_22856_MED8200FC*_04282016181857_7537735,No
2265535,Maytag,MED8200FW*,MED8200FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,United States,ES_22856_MED8200FW*_04282016181916_7556540,No
2265539,Maytag,MEDB835D*+,MEDB835D*+,,8,Electric,,,8.8,45,29,32,3.93,608,66,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB835D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MEDB835D*+_04282016182641_8001700,No
2265540,Maytag,MEDB855D*+,MEDB855D*+,,8,Electric,,,8.8,45,29,32,3.93,608,67,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB855D*+_02102015015120_70023227,6/1/2016,4/28/2016,United States,ES_22856_MEDB855D*+_04282016182853_8133719,No
2282546,Maytag,MEDB955FC*,MEDB955FC*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FC0,4/25/2016,10/27/2016,United States,ES_22856_MEDB955FC*_10272016163804_6284667,No
2282547,Maytag,MEDB955FS*,MEDB955FS*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FS0,4/25/2016,10/27/2016,United States,ES_22856_MEDB955FS*_10272016164112_6472963,No
2282548,Maytag,MEDB955FW*,MEDB955FW*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FW0,4/25/2016,10/27/2016,United States,ES_22856_MEDB955FW*_10272016170521_7921256,No
2282557,Maytag,MGDB955FC*,MGDB955FC*,,8.83E+11,Gas,,,9.2,41,29,33,3.48,687,61,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FC0,4/25/2016,10/27/2016,United States,ES_22856_MGDB955FC*_10272016172204_8924063,No
2282558,Maytag,MGDB955FS*,MGDB955FS*,,8.83E+11,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FS0,4/25/2016,10/27/2016,United States,ES_22856_MGDB955FS*_10272016172337_9017668,No
2282559,Maytag,MGDB955FW*,MGDB955FW*,,8.83E+11,Gas,,,9.2,41,29,33,3.48,687,60,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FW0,4/25/2016,10/27/2016,United States,ES_22856_MGDB955FW*_10272016172601_9161671,No
2265518,Maytag,YMED3100D*+,YMED3100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMED3100D*+_04282016175038_5838636,No
2265536,Maytag,YMED3500FW*,YMED3500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YMED3500FW*_04282016181945_7585499,No
2265519,Maytag,YMED4100D*+,YMED4100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMED4100D*+_04282016175137_5897632,No
2265520,Maytag,YMED5100D*+,YMED5100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMED5100D*+_04282016175207_5927841,No
2265537,Maytag,YMED5500FC*,YMED5500FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YMED5500FC*_04282016182002_7602079,No
2265538,Maytag,YMED5500FW*,YMED5500FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YMED5500FW*_04282016182024_7624866,No
2265523,Maytag,YMED7100D*+,YMED7100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW7100D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMED7100D*+_04282016180302_6582812,No
2255006,Samsung,DV45K76**G*,DV45K76**G*,,8.87E+11,Gas,,,7.4,46,27,30,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/11/2015,"United States, Canada",ES_1023593_DV45K76**G*_12112015082742_70056672,No
2265524,Maytag,YMED8100D*+,YMED8100D*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MHW8100D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMED8100D*+_04282016180318_6598724,No
2265530,Maytag,YMED8200FC*,YMED8200FC*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YMED8200FC*_04282016182040_7640638,No
2265531,Maytag,YMED8200FW*,YMED8200FW*,,8,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,6/1/2016,4/28/2016,Canada,ES_22856_YMED8200FW*_04282016182054_7654622,No
2265541,Maytag,YMEDB835D*+,YMEDB835D*+,,8,Electric,,,8.8,45,29,32,3.93,608,66,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB835D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMEDB835D*+_04282016182916_8156414,No
2265542,Maytag,YMEDB855D*+,YMEDB855D*+,,8,Electric,,,8.8,45,29,32,3.93,608,67,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_0022856_MVWB855D*+_02102015015120_70023227,6/1/2016,4/28/2016,Canada,ES_22856_YMEDB855D*+_04282016182933_8173338,No
2282549,Maytag,YMEDB955FC*,YMEDB955FC*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FC0,4/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FC*_10272016170647_8007708,No
2282550,Maytag,YMEDB955FS*,YMEDB955FS*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FS0,4/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FS*_10272016170753_8073933,No
2282551,Maytag,YMEDB955FW*,YMEDB955FW*,,8.83E+11,Electric,,,9.2,41,29,33,3.93,608,76,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,MVWB955FW0,4/25/2016,10/27/2016,Canada,ES_22856_YMEDB955FW*_10272016170916_8156123,No
2257200,Samsung,DV45K62**E*,DV45K62**E*,,8.87E+11,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV45K62**E*_01112016051621_70059693,No
2257203,Samsung,DV45K62**G*,DV45K62**G*,,8.87E+11,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV45K62**G*_01112016051621_70059693,No
2257199,Samsung,DV45K65**E*,DV45K65**E*,,8.87E+11,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV45K65**E*_01112016051621_70059693,No
2257202,Samsung,DV45K65**G*,DV45K65**G*,,8.87E+11,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV45K65**G*_01112016051621_70059693,No
2271286,Samsung,DV45K71**E*,DV45K71**E*,,8.87E+11,Electric,,,7.4,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,7/22/2016,6/30/2016,"United States, Canada",ES_1023593_DV45K71**E*_06302016024435_70086546,No
2271287,Samsung,DV45K71**G*,DV45K71**G*,,8.87E+11,Gas,,,7.4,38.7,27,32.6,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,7/22/2016,6/30/2016,"United States, Canada",ES_1023593_DV45K71**G*_06302016024435_70086546,No
2255003,Samsung,DV45K76**E*,DV45K76**E*,,8.87E+11,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/9/2015,"United States, Canada",ES_1023593_DV45K76**E*_12072015123900_70055766,No
2231132,Samsung,DV48J770*E*,DV48J770*E*,,8.87E+11,Electric,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,3/10/2015,1/9/2015,"United States, Canada",ES_1023593_DV48J770*E*_01102015074101_70019623,No
2231175,Samsung,DV48J770*G*,DV48J770*G*,,8.87E+11,Gas,,,7.4,44.2,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J770*A*_02112015043656_7002369,3/10/2015,1/10/2015,"United States, Canada",ES_1023593_DV48J770*G*_01102015074124_70019625,No
2231131,Samsung,DV48J777*E*,DV48J777*E*,,8.87E+11,Electric,,,7.4,44.2,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J777*A*_02112015043656_7002369,3/10/2015,1/9/2015,"United States, Canada",ES_1023593_DV48J777*E*_01102015074101_70019623,No
2231174,Samsung,DV48J777*G*,DV48J777*G*,,8.87E+11,Gas,,,7.4,44.2,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA48J777*A*_02112015043656_7002369,3/10/2015,1/10/2015,"United States, Canada",ES_1023593_DV48J777*G*_01102015074124_70019625,No
2257198,Samsung,DV50K75**E*,DV50K75**E*,,8.87E+11,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV50K75**E*_01112016051621_70059693,No
2257201,Samsung,DV50K75**G*,DV50K75**G*,,8.87E+11,Gas,,,7.5,38.7,27,32.6,3.49,685,64,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,,,1/24/2016,1/13/2016,"United States, Canada",ES_1023593_DV50K75**G*_01112016051621_70059693,No
2255002,Samsung,DV50K86**E*,DV50K86**E*,,8.87E+11,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/9/2015,"United States, Canada",ES_1023593_DV50K86**E*_12072015123900_70055766,No
2255005,Samsung,DV50K86**G*,DV50K86**G*,,8.87E+11,Gas,,,7.4,46,27,30,3.49,685,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,No,,12/20/2015,12/11/2015,"United States, Canada",ES_1023593_DV50K86**G*_12112015082742_70056672,No
2231130,Samsung,DV52J806*E*,DV52J806*E*,,8.87E+11,Electric,,,7.4,46,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J806*A*_01102015074039_70019619,2/15/2015,1/9/2015,"United States, Canada",ES_1023593_DV52J806*E*_01102015074101_70019623,No
2231173,Samsung,DV52J806*G*,DV52J806*G*,,8.87E+11,Gas,,,7.4,46,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J806*A*_01102015074039_70019619,2/15/2015,1/10/2015,"United States, Canada",ES_1023593_DV52J806*G*_01102015074124_70019625,No
2231129,Samsung,DV52J870*E*,DV52J870*E*,,8.87E+11,Electric,,,7.4,46,27,30,3.94,607,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J870*A*_02092015034438_70022387,3/10/2015,1/9/2015,"United States, Canada",ES_1023593_DV52J870*E*_01102015074101_70019623,No
2231172,Samsung,DV52J870*G*,DV52J870*G*,,8.87E+11,Gas,,,7.4,46,27,30,3.49,685,63,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Filter cleaning indicator",Vented,No,,,,,Yes,ES_1023593_WA52J870*A*_02092015034438_70022387,3/10/2015,1/10/2015,"United States, Canada",ES_1023593_DV52J870*G*_01102015074124_70019625,No
