ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Cooling_Capacity_BTUperHour,Type,Reverse_Cycle,Casement_Window,Energy_Efficiency_Ratio,Combined_Energy_Efficiency_Ratio,Date_Available,Date_Certified,Markets,CB_Model_Identifier
2299007,Perfect aire,4PATW10002,,10000,Through the Wall,No,None,,10.6,7/4/2017,7/5/2017,"United States, Canada",ES_1121980_4PATW10002_07052017073919_0359296
2255386,Perfect aire,4PATW12000,,12000,Through the Wall,No,None,,10.5,12/15/2015,12/23/2015,"United States, Canada",ES_1121980_4PATW12000_12232015075114_7074272
2269824,Perfect aire,4PATW12002,,12000,Through the Wall,No,None,,10.5,6/10/2016,6/15/2016,"United States, Canada",ES_1121980_4PATW12002_06162016070910_0950622
2299005,Perfect aire,4PATW8000,,8000,Through the Wall,No,None,,10.6,7/4/2017,7/5/2017,"United States, Canada",ES_1121980_4PATW8000_07052017073858_0338253
2284687,Perfect aire,5PAC10000,,10000,Window,No,None,,12,11/22/2016,11/22/2016,"United States, Canada",ES_1121980_5PAC10000_11232016093903_3943520
2284686,Perfect aire,5PAC12000,,12000,Window,No,None,,12,11/22/2016,11/22/2016,"United States, Canada",ES_1121980_5PAC12000_11232016093927_3967383
2285669,Perfect aire,5SAC10000,,10000,Window,No,None,,12,12/7/2016,12/8/2016,"United States, Canada",ES_1121980_5SAC10000_12082016105206_4326653
2285670,Perfect aire,5SAC12000,,12000,Window,No,None,,12,12/7/2016,12/8/2016,"United States, Canada",ES_1121980_5SAC12000_12082016105220_4340272
2286752,Perfect Comfort,PCTTW08L0C2D,,8000,Through the Wall,No,None,,10.6,12/21/2016,12/21/2016,"United States, Canada",ES_17771_PCTTW08L0C1D_08152014002320_2200131
2286753,Perfect Comfort,PCTTW10L0C2D,,10000,Through the Wall,No,None,,10.6,12/21/2016,12/21/2016,"United States, Canada",ES_17771_PCTTW10L0C1D_08152014001400_1640855
2286754,Perfect Comfort,PCTTW12L0C2D,,12000,Through the Wall,No,None,,10.5,12/21/2016,12/21/2016,"United States, Canada",ES_17771_PCTTW12L0C1D_08152014000249_0969693
2255389,Polar Wind,MWEUK-06CRN1-BCL1,,6000,Window,No,None,,12.1,12/15/2015,12/20/2015,"United States, Canada",ES_21964_MWEUK-06CRN1-BCL1_12232015075125_7085913
2255391,Polar Wind,MWEUK-08CRN1-BCL0,,8000,Window,No,None,,12,12/15/2015,12/20/2015,"United States, Canada",ES_21964_MWEUK-08CRN1-BCL0_12232015075137_7097178
2283724,Polar Wind,MWFUK-06CRN1-BCL1,,6000,Window,No,None,,12.1,11/1/2016,11/10/2016,"United States, Canada",ES_21964_MWFUK-06CRN1-BCL1_11112016071947_8787964
2283725,Polar Wind,MWFUK-08CRN1-BCL0,,8000,Window,No,None,,12,11/1/2016,11/10/2016,"United States, Canada",ES_21964_MWFUK-08CRN1-BCL0_11112016072028_8828669
2297025,Rowa,RWAC-10CRA1/L0U(ES),,10000,Window,No,None,,12,6/2/2017,6/2/2017,United States,ES_1126578_RWAC-10CRA1/L0U(ES)_06052017082210_0930972
2297026,Rowa,RWAC-12CRA1/L0U(ES),,12000,Window,No,None,,12,6/2/2017,6/2/2017,United States,ES_1126578_RWAC-12CRA1/L0U(ES)_06052017082437_1077359
2297027,Rowa,RWAC-18CRA2//K8U(ES),,18000,Window,No,None,,11.8,6/2/2017,6/2/2017,United States,ES_1126578_RWAC-18CRA2//K8U(ES)_06052017082537_1137623
2260687,Sea Breeze,STW410AYRE,,10000,Through the Wall,No,None,,10.6,2/15/2016,2/18/2016,"United States, Canada",ES_1108715_STW410AYRE_02242016085047_3847127
2276508,Sea Breeze,STW410AZEB,,10000,Through the Wall,No,None,,10.6,8/20/2016,8/24/2016,"United States, Canada",ES_1108715_STW410AZEB_08252016214829_1709364
2260684,Sea Breeze,STW412AYRE,,12000,Through the Wall,No,None,,10.5,2/15/2016,2/18/2016,"United States, Canada",ES_1108715_STW412AYRE_02242016085111_3871129
2256679,Sea Breeze,WA412YREC,,12000,Window,No,None,,12,10/19/2015,11/2/2015,United States,ES_1108715_WA412YREC_01082016161922_7164575
2256682,Sea Breeze,WA415YREC,,15100,Window,No,None,,11.8,1/12/2016,12/22/2015,United States,ES_1108715_WA415YREC_01122016155341_4685327
2287356,Sea Breeze,WA415YRED,,15000,Window,No,None,,11.8,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_WA415YRED_12292016090227_2147006
2256740,Sea Breeze,WA418ZREC,,18000,Window,No,None,,11.8,1/12/2016,1/14/2016,United States,ES_1108715_WA418ZREC_01122016155137_7358972
2256741,Sea Breeze,WA425ZREC,,25000,Window,No,None,,10.3,1/12/2016,12/22/2015,United States,ES_1108715_WA425ZREC_01122016154858_8762781
2256669,Sea Breeze,WA46YREC,,6000,Window,No,None,,12.1,1/8/2016,11/2/2015,United States,ES_1108715_WA46YREC_01082016155522_5899927
2287352,Sea Breeze,WA46YRED,,6000,Window,No,None,,12.1,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_WA46YRED_12292016090259_2179097
2256670,Sea Breeze,WA48YREC,,8000,Window,No,None,,12,1/8/2016,11/2/2015,United States,ES_1108715_WA48YREC_01082016160254_9165613
2287354,Sea Breeze,WA48YRED,,8000,Window,No,None,,12,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_WA48YRED_12292016090328_2208872
2289280,Soleus Air,WM1-06E-**,",WS1-06E-**,",6400,Window,No,None,,12.1,1/20/2017,1/24/2017,"United States, Canada",ES_1135749_WM1-06E-**_01252017033621_5381998
2289281,Soleus Air,WM1-08E-**,",WS1-08E-**,",8500,Window,No,None,,12,1/20/2017,1/24/2017,"United States, Canada",ES_1135749_WM1-08E-**_01252017033647_5407166
2289282,Soleus Air,WM1-10E-**,",WS1-10E-**,",10200,Window,No,None,,12,1/20/2017,1/24/2017,"United States, Canada",ES_1135749_WM1-10E-**_01252017033706_5426666
2289283,Soleus Air,WM1-12E2-**,",WS1-12E2-**,",12600,Window,No,None,,12,1/20/2017,1/24/2017,"United States, Canada",ES_1135749_WM1-12E2-**_01252017033720_5440085
